t,z,a
0.2820000648498535,True,True
0.6289999485015869,True,True
0.9869999885559082,True,True
1.3269999027252197,True,True
1.6740000247955322,True,True
2.0230000019073486,True,True
2.4189999103546143,False,True
2.7750000953674316,False,True
3.1080000400543213,False,False
3.431999921798706,False,False
4.115000009536743,False,False
4.460999965667725,False,False
4.851000070571899,False,False
5.2209999561309814,False,False
5.54800009727478,False,True
5.908999919891357,False,False
6.272000074386597,False,True
6.6519999504089355,False,False
6.994999885559082,False,False
7.394999980926514,False,False
7.747999906539917,False,False
8.1010000705719,False,False
8.48199987411499,False,False
8.930999994277954,False,True
9.2739999294281,False,True
9.621999979019165,False,False
9.954999923706055,False,True
10.664999961853027,False,True
11.055000066757202,False,True
11.469000101089478,False,True
11.809999942779541,False,False
12.181999921798706,False,False
12.571000099182129,False,False
12.92799997329712,True,False
13.276000022888184,True,False
13.641999959945679,True,False
14.014999866485596,True,False
14.346999883651733,True,False
14.687999963760376,True,False
15.036999940872192,True,False
15.45300006866455,True,False
15.766999959945679,True,False
16.104000091552734,True,False
17.171000003814697,True,False
17.52999997138977,True,False
17.884999990463257,True,False
18.257999897003174,True,False
18.638000011444092,True,False
18.997999906539917,True,False
19.365000009536743,True,False
19.71399998664856,True,False
20.052000045776367,True,False
20.39299988746643,True,False
20.750999927520752,True,False
21.141000032424927,False,False
21.51900005340576,True,False
21.884000062942505,False,False
22.223000049591064,False,False
22.58399987220764,False,False
22.92199993133545,False,False
23.270999908447266,False,False
23.95899987220764,True,False
24.34999990463257,True,False
24.681999921798706,True,False
25.05999994277954,True,False
25.579999923706055,True,False
25.98099994659424,True,False
26.352999925613403,True,False
26.77999997138977,False,False
27.144999980926514,True,False
27.48900008201599,True,False
27.812000036239624,True,False
28.170000076293945,True,True
28.694000005722046,True,True
29.05999994277954,True,True
29.466000080108643,True,True
29.810999870300293,True,True
30.57200002670288,True,True
