t,z,a
0.26800012588500977,True,True
0.6680002212524414,True,True
1.0360000133514404,True,True
1.4280002117156982,True,True
1.8610000610351562,True,True
2.25,True,True
2.6760001182556152,True,False
3.074000120162964,False,False
3.494000196456909,False,False
3.868000030517578,False,False
4.194000005722046,False,False
4.53000020980835,False,False
4.876000165939331,False,False
5.226999998092651,False,False
5.652000188827515,False,True
6.059000015258789,False,False
6.480000019073486,False,True
6.906000137329102,False,True
7.297000169754028,False,True
7.710000038146973,False,True
8.101999998092651,False,True
8.622000217437744,False,True
9.074000120162964,False,False
9.53600001335144,False,False
9.945000171661377,False,False
10.337000131607056,False,False
10.785000085830688,True,False
11.171000003814697,True,False
11.549000024795532,True,False
11.930000066757202,True,False
12.388000011444092,True,False
12.799000024795532,True,False
13.251000165939331,True,False
13.644000053405762,True,False
14.025000095367432,True,False
14.44700002670288,True,False
14.800000190734863,True,False
15.142000198364258,True,False
15.486000061035156,True,False
15.883000135421753,True,False
16.311000108718872,True,False
16.657999992370605,True,False
17.08400011062622,True,False
17.448000192642212,True,False
17.819000005722046,True,False
18.26200008392334,True,False
18.598000049591064,True,False
18.944000005722046,True,False
19.28500008583069,True,False
19.671000003814697,True,False
20.02300000190735,True,False
20.361000061035156,True,False
20.716000080108643,True,False
21.182000160217285,True,False
21.555999994277954,True,False
21.962000131607056,True,False
22.480000019073486,True,False
22.89300012588501,True,False
23.27900004386902,True,False
23.719000101089478,True,False
24.10800004005432,True,False
24.52400016784668,True,False
25.110000133514404,True,False
25.49500012397766,True,False
25.972000122070312,True,False
26.439000129699707,True,False
27.254000186920166,True,False
27.61900019645691,True,False
27.98300004005432,True,False
28.361000061035156,True,False
28.78600001335144,True,False
29.16700005531311,True,False
29.58900022506714,True,False
30.109000205993652,True,False
