t,z,a
0.31599998474121094,True,True
0.6589999198913574,True,True
1.0260000228881836,True,True
1.3999998569488525,True,True
2.313999891281128,True,True
2.671999931335449,False,False
3.072999954223633,False,False
3.428999900817871,False,True
3.7649998664855957,False,True
4.164000034332275,False,True
4.523999929428101,False,True
4.859999895095825,False,True
5.233999967575073,False,True
5.665999889373779,False,True
6.062000036239624,False,True
6.507999897003174,False,True
6.895999908447266,False,True
7.263999938964844,False,True
7.611999988555908,False,False
8.043999910354614,False,False
8.414999961853027,False,False
8.770999908447266,True,False
9.146999835968018,False,False
9.557999849319458,False,False
9.934000015258789,False,False
10.313999891281128,True,False
10.70199990272522,True,False
11.057999849319458,False,False
11.394000053405762,True,False
11.751999855041504,False,False
12.121999979019165,False,False
12.563999891281128,False,False
13.036999940872192,False,False
13.44599986076355,False,True
13.835000038146973,False,False
14.217999935150146,False,True
14.625999927520752,False,True
14.990000009536743,False,True
15.335000038146973,False,True
15.786999940872192,False,True
16.20899987220764,False,False
16.64400005340576,False,False
17.098999977111816,False,False
17.46499991416931,False,False
17.819999933242798,True,False
18.125999927520752,True,False
18.52300000190735,True,False
18.875999927520752,True,False
19.20799994468689,True,False
19.605000019073486,True,False
19.94099998474121,False,False
20.27999997138977,False,False
20.646999835968018,True,False
21.036999940872192,False,False
21.394999980926514,False,False
21.770999908447266,True,False
22.210000038146973,True,False
22.615000009536743,True,False
22.973000049591064,True,False
23.432999849319458,True,False
23.78600001335144,True,False
24.152999877929688,True,False
24.575999975204468,True,False
24.92899990081787,True,False
25.31500005722046,True,False
25.705999851226807,True,False
26.10099983215332,True,False
26.514999866485596,True,True
26.911999940872192,True,True
27.330999851226807,True,True
27.713000059127808,True,True
28.072999954223633,True,True
28.49399995803833,True,True
28.884999990463257,True,True
29.259999990463257,True,True
29.622999906539917,True,True
30.01199984550476,True,False
